Days.Elapsed,dil,PFBA,PFPeA,PFHxA,PFHpA,PFOA,PFNA,PFDA,PFUnDA,PFDoDA,PFTriDA,PFTeDA,PFPeDA,PFHxDA,PFHpDA,PFOcDA,FBEA,FHEA,FOEA,FDEA,FBUEA,FHUEA,FOUEA,FDUEA,FPrPA,FPePA,FHpPA,FNPA,PFBS,PFPS,PFHxS,PFHpS,PFOS,PFNS,PFDS,FTS.4.2,FTS.6.2,FTS.8.2,FBSAA,FPeSAA,FHxSAA,FHpSAA,FOSAA,MeFBSAA,MeFPeSAA,MeFHxSAA,MeFHpSAA,MeFOSAA,EtFBSAA,EtFPeSAA,EtFHxSAA,EtFHpSAA,EtFOSAA,PFPi.4.4,PFPi.4.6,PFPi.6.6,PFPi.8.6,PFPi.8.8,diPAP.4.2,diPAP.4.2.6.2,diPAP.6.2,diPAP.6.2.8.2,diPAP.8.2,diPAP.8.2.10.2,diPAP.10.2,FTMAP.6.2,FTMAP.6.2.8.2,FTMAP.8.2,FTMAP.8.2.10.2,FTMAP.10.2,SAmPAP,Reactor,Season,biotype,crossed_factors,dummy_rep,phase
0,1,38.416000000000004,26.226399999999998,36.1984,26.336,20.8512,10.6004,1.41421356237309,1.41421356237309,1.41421356237309,1.41421356237309,0.2,1.41421356237309,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,11.851199999999999,1.41421356237309,0.2,0.2,2.6068000000000002,0.824217381620061,0.2,2.3295999999999997,0.2,3.08719324765273,0.2,8.2408,0.2,0.193,0.503424424824982,13.4816,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.793347674216028,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,12.6616,1.41421356237309,1.38168665043851,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,P21,Spring,live,Spring_live,2,lag
12,1.03,5.90905431725655,41.8492,67.6836,48.6808,24.0112,1.41421356237309,0.2,0.2,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,1.19195779819294,0.824217381620061,0.2,4.502,0.2,3.08719324765273,0.2,8.8964,0.2,0.193,0.503424424824982,24.8292,0.2,0.2,0.2,0.2,0.2,0.2,0.793347674216028,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,0.1944,0.2,0.1954,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,P21,Spring,live,Spring_live,2,lag
26,1.044,5.90905431725655,18.6608937893972,44.1364,39.4048,30.718400000000003,1.41421356237309,1.41421356237309,1.41421356237309,1.41421356237309,1.41421356237309,1.41421356237309,0.2,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,1.19195779819294,0.824217381620061,0.2,0.258435353012821,0.2,0.436595056049714,0.2,0.191,0.2,0.193,0.503424424824982,29.008800000000004,0.2,0.2,0.2,0.2,0.2,0.2,0.793347674216028,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,4.8728,0.2,5.202,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,P21,Spring,live,Spring_live,2,lag
41,1.059,5.90905431725655,47.114399999999996,62.288000000000004,40.623599999999996,26.854799999999997,1.41421356237309,0.2,0.2,1.41421356237309,0.2,1.41421356237309,0.2,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,9.43,0.824217381620061,0.2,3.1007999999999996,0.2,0.436595056049714,0.2,1.35057395206631,0.2,0.193,0.503424424824982,30.7484,0.2,0.2,0.2,0.2,0.2,0.2,0.793347674216028,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,0.1944,0.2,5.2947999999999995,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.4904,P21,Spring,live,Spring_live,2,lag
62,1.063,5.90905431725655,18.6608937893972,39.4604,25.5796,20.1112,6.6368,1.41421356237309,1.41421356237309,1.41421356237309,0.2,0.2,0.2,0.2,0.2,2.2632,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,3.2335999999999996,0.824217381620061,0.2,3.3451999999999997,0.2,0.436595056049714,0.2,3.2752,0.2,0.193,0.503424424824982,24.667599999999997,0.2,0.2,0.2,0.2,0.2,0.2,0.793347674216028,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,2.4748,0.2,10.9736,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,P21,Spring,live,Spring_live,2,lag
138,1.063,41.7833237813175,51.41,51.044000000000004,46.4184,13.674799999999998,5.0232,10.9736,3.4844000000000004,1.41421356237309,1.41421356237309,4.779999999999999,2.2975999999999996,2.9296,0.2,1.41421356237309,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,1.19195779819294,0.824217381620061,0.2,3.762,0.2,0.436595056049714,0.2,13.186,0.2,0.193,0.503424424824982,29.8664,0.2,0.2,0.2,0.2,0.2,0.2,0.793347674216028,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,9.3872,0.2,5.1979999999999995,0.2,0.2,0.2,0.2,0.2,0.2,0.2,18.6484,P21,Spring,live,Spring_live,2,peak
155,1.063,41.7833237813175,50.984399999999994,83.8292,69.2616,37.2544,21.938,17.5256,15.186399999999999,16.654799999999998,11.626,4.0096,4.8824,0.2,0.2,1.41421356237309,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,14.8364,0.824217381620061,0.2,6.892400000000001,0.2,0.436595056049714,0.2,16.7816,0.2,0.193,0.503424424824982,53.1008,0.2,0.2,0.2,0.2,0.2,0.2,0.793347674216028,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.1104,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,0.1944,0.2,8.6016,0.2,0.2,0.2,0.2,0.2,0.2,0.2,24.415599999999998,P21,Spring,live,Spring_live,2,peak
183,1.063,57.228,52.909600000000005,73.0172,56.861999999999995,30.1264,16.9656,12.3812,10.205599999999999,14.346400000000001,7.6572,10.568,9.5468,2.3,0.2,1.41421356237309,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,16.096799999999998,0.824217381620061,0.2,5.91,0.2,0.436595056049714,0.2,15.137599999999999,0.2,0.193,0.503424424824982,40.88999999999999,1.41421356237309,0.2,0.2,0.2,0.2,0.2,5.60981520276729,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,3.4956,0.2,1.38168665043851,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,5.7404,P21,Spring,live,Spring_live,2,peak
206,1.063,74.8888,49.2536,81.1868,62.294399999999996,42.746399999999994,18.1024,9.9924,10.690800000000001,13.0796,10.3656,12,8.3912,2.7112,0.2,1.41421356237309,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,21.8348,0.824217381620061,0.2,5.7484,0.2,2.4488,0.2,9.7812,0.2,0.193,0.503424424824982,46.80799999999999,1.41421356237309,0.2,0.2,0.2,0.2,0.2,6.788399999999999,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,8.1876,1.41421356237309,0.1954,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,3.9624,P21,Spring,live,Spring_live,2,peak
294,1.063,67.2824,52.944399999999995,75.4868,45.117999999999995,35.9696,14.339599999999997,12.1404,7.733199999999999,11.762799999999999,1.41421356237309,7.1312,2.0764,1.41421356237309,0.2,1.41421356237309,0.2,9.68156294609963,1.2,1.2,0.2,0.2,0.2,0.2,0.2,35.888799999999996,0.824217381620061,0.2,2.5100000000000002,0.2,3.08719324765273,0.2,8.4212,0.2,0.193,0.503424424824982,38.342,1.41421356237309,0.2,0.2,0.2,0.2,0.2,6.3176,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.798,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,0.1944,1.41421356237309,1.38168665043851,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,P21,Spring,live,Spring_live,2,decline
462,1.063,41.7833237813175,50.0472,90.124,60.9168,37.716,14.431600000000001,9.37,6.5596,8.3584,5.1088,8.0212,4.4848,2.7444,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,106.06400000000001,0.824217381620061,0.2,4.7608,0.2,3.08719324765273,0.2,6.5072,0.2,0.193,0.503424424824982,39.4836,1.41421356237309,0.2,0.2,0.2,0.2,0.2,9.5444,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,74.478,14.18,7.134399999999999,3.77,0.2,0.2,0.2,0.2,0.2,0.2,0.2,P21,Spring,live,Spring_live,2,decline
41,1,86.95839999999998,58.900800000000004,79.3912,41.8372,23.6044,7.0088,1.41421356237309,0.2,1.41421356237309,1.41421356237309,1.41421356237309,1.41421356237309,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,2.6723999999999997,1.19195779819294,0.824217381620061,0.2,4.1764,0.2,4.4424,0.2,9.8156,0.2,0.193,0.503424424824982,23.398799999999998,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.793347674216028,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,3.332,1.41421356237309,1.38168665043851,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,P22,Spring,abio,Spring_abio,1,lag
62,1,90.00240000000001,50.732,81.74640000000001,48.0772,24.037999999999997,6.9852,1.41421356237309,0.2,1.41421356237309,1.41421356237309,0.2,1.41421356237309,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,1.19195779819294,0.824217381620061,0.2,3.8336,0.2,3.5892,0.2,6.1095999999999995,0.2,0.193,0.503424424824982,26.427599999999998,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.793347674216028,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,1.5783999999999998,1.41421356237309,0.1954,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,P22,Spring,abio,Spring_abio,1,lag
138,1,87.84466666666667,59.12266666666667,95.21333333333332,57.91319999999999,25.847466666666666,6.897466666666666,1.41421356237309,0.2,1.41421356237309,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,3.5125333333333333,3.0183999999999997,0.824217381620061,0.2,3.6821333333333333,0.2,3.4505999999999997,0.2,4.459066666666668,0.2,0.193,0.503424424824982,32.0552,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.793347674216028,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,38.87626666666666,1.41421356237309,0.1954,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,P22,Spring,abio,Spring_abio,1,peak
183,1,94.72039999999998,56.33959999999999,99.56439999999999,61.033199999999994,33.8908,9.968,1.41421356237309,1.41421356237309,1.41421356237309,1.41421356237309,1.41421356237309,0.2,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,4.6388,1.19195779819294,0.824217381620061,0.2,4.957999999999999,0.2,3.016,0.2,6.2284,0.2,0.193,0.503424424824982,37.1788,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.793347674216028,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,6.901999999999999,0.2,0.1954,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,P22,Spring,abio,Spring_abio,1,peak
462,1,41.7833237813175,57.3852,93.6,54.01103999999999,22.18752,1.41421356237309,1.41421356237309,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,1.19195779819294,0.824217381620061,0.2,2.6648,0.2,3.08719324765273,0.2,2.6132,0.2,0.193,0.503424424824982,27.7908,0.2,0.2,0.2,0.2,0.2,0.2,0.793347674216028,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,0.1944,1.41421356237309,0.1954,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,P22,Spring,abio,Spring_abio,1,decline
62,1,129.468,40.529333333333334,210.67600000000002,37.97333333333333,25.281333333333336,6.138,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,1.41421356237309,0.2,0.2,21.959999999999997,0.824217381620061,0.2,2.7159999999999997,0.2,2.7279999999999998,0.2,1.35057395206631,0.2,0.193,0.503424424824982,24.146666666666665,1.41421356237309,0.2,0.2,0.2,0.2,0.2,5.60981520276729,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,0.1944,1.41421356237309,0.1954,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,P23,Spring,abio,Spring_abio,2,lag
138,1,142.368,26.472000000000005,221.236,31.448000000000004,22.604,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,7.879999999999999,0.824217381620061,0.2,4.788,0.2,0.436595056049714,0.2,2.628,0.2,0.193,0.503424424824982,24.632,0.2,0.2,0.2,0.2,0.2,0.2,0.793347674216028,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,0.1944,0.2,0.1954,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,P23,Spring,abio,Spring_abio,2,peak
183,1,146.12,49.867999999999995,182.664,33.056,11.64,1.41421356237309,0.2,0.2,1.41421356237309,0.2,0.2,0.2,1.41421356237309,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,8.42841441990413,0.824217381620061,0.2,2.632,0.2,0.436595056049714,0.2,1.35057395206631,0.2,0.193,0.503424424824982,18.184,0.2,0.2,0.2,0.2,0.2,0.2,0.793347674216028,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,5.1,0.2,1.38168665043851,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,P23,Spring,abio,Spring_abio,2,peak
239,1,127.848,21.808000000000003,161.66,31.024,12.796,1.41421356237309,1.41421356237309,0.2,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,1.41421356237309,0.2,0.2,0.2,6.056,0.824217381620061,0.2,1.82741390613705,0.2,3.08719324765273,0.2,1.35057395206631,0.2,0.193,0.503424424824982,11.459999999999999,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.793347674216028,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,1.37461558262665,0.2,1.38168665043851,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,P23,Spring,abio,Spring_abio,2,peak
294,1,146.892,47.836000000000006,210.76,37.86,16.368,1.41421356237309,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,8.116,0.824217381620061,0.2,1.82741390613705,0.2,0.436595056049714,0.2,1.35057395206631,0.2,0.193,0.503424424824982,16.964,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.793347674216028,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,1.37461558262665,0.2,0.1954,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,P23,Spring,abio,Spring_abio,2,peak
328,1,150.616,46.187999999999995,239.22,40.663999999999994,19.8,15.519999999999998,0.2,1.41421356237309,0.2,0.2,0.2,1.41421356237309,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,8.42841441990413,0.824217381620061,0.2,2.5,0.2,0.436595056049714,0.2,0.191,0.2,0.193,0.503424424824982,20.84,0.2,0.2,0.2,0.2,0.2,0.2,0.793347674216028,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,1.37461558262665,0.2,0.1954,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,P23,Spring,abio,Spring_abio,2,decline
462,1,140.1368,18.6608937893972,239.8936,35.9024,8.686,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,1.19195779819294,0.824217381620061,0.2,2.8224,0.2,3.08719324765273,0.2,1.35057395206631,0.2,0.193,0.503424424824982,11.2956,0.2,0.2,0.2,0.2,0.2,0.2,0.793347674216028,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,0.1944,0.2,0.1954,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,P23,Spring,abio,Spring_abio,2,decline
0,1,31.58,18.6608937893972,23.018,13.6504,17.2236,5.6012,1.41421356237309,1.41421356237309,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.68156294609963,1.2,1.2,0.2,8.1744,1.41421356237309,0.2,0.2,2.236,0.824217381620061,0.2,2.1992,0.2,3.08719324765273,0.2,2.5536,2.8972,0.193,0.503424424824982,2.2268,1.41421356237309,0.2,0.2,0.2,0.2,0.2,5.60981520276729,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.078,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,45.6364,4.9424,1.38168665043851,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,P24,Summer,live,Summer_live,1,lag
13,1,23.6444,17.1736,38.8828,18.5528,18.4448,6.8464,1.41421356237309,1.41421356237309,1.41421356237309,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,5.8052,1.2,1.2,0.2,0.2,0.2,0.2,0.2,4.9328,0.824217381620061,0.2,2.3832,0.2,0.436595056049714,0.2,2.0936,7.8352,0.193,0.503424424824982,2.2884,1.41421356237309,0.2,0.2,0.2,0.2,0.2,5.60981520276729,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,26.028,3.1884,1.38168665043851,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,P24,Summer,live,Summer_live,1,lag
28,1,41.7833237813175,18.4528,31.7656,21.0936,16.9724,4.9936,2.3252,1.41421356237309,1.41421356237309,1.41421356237309,1.41421356237309,0.2,1.41421356237309,0.2,1.41421356237309,0.2,20.564,1.2,1.2,0.2,0.2,0.2,0.2,0.2,8.42841441990413,0.824217381620061,0.2,2.3996,0.2,0.436595056049714,0.2,2.9128,5.4756,0.193,0.503424424824982,2.0232,1.41421356237309,0.2,0.2,0.2,0.2,0.2,5.60981520276729,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,52.86,8.9384,8.724,2.1564,0.2,0.2,0.2,0.2,0.2,0.2,5.4024,P24,Summer,live,Summer_live,1,peak
41,1,41.7833237813175,20.8296,47.5192,27.9608,22.0228,8.304,2.4536,1.41421356237309,1.41421356237309,1.41421356237309,1.41421356237309,0.2,1.41421356237309,0.2,1.41421356237309,0.2,16.4408,1.2,1.2,0.2,0.2,0.2,0.2,0.2,8.5268,0.824217381620061,0.2,2.346,0.2,0.436595056049714,0.2,2.4204,5.4428,0.193,0.503424424824982,1.41421356237309,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.793347674216028,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,31.272,4.8572,5.0936,2.586,0.2,0.2,0.2,0.2,0.2,0.2,7.5216,P24,Summer,live,Summer_live,1,peak
64,1,42.372,18.4944,44.4316,27.5348,22.564,8.8092,3.602,3.6864,4.3024,3.0132,1.41421356237309,1.41421356237309,1.41421356237309,0.2,1.41421356237309,0.2,37.5992,1.2,1.2,0.2,0.2,0.2,0.2,0.2,9.3412,0.824217381620061,0.2,3.2788,0.2,0.436595056049714,0.2,5.3976,6.2492,0.193,0.503424424824982,1.41421356237309,1.41421356237309,0.2,0.2,0.2,0.2,0.2,5.60981520276729,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.8976,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,43.816,5.2716,3.2248,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,3.2328,P24,Summer,live,Summer_live,1,peak
88,1,45.2248,21.6952,50.9424,31.506,29.7688,11.5648,4.4608,5.6308,1.41421356237309,3.1876,2.2144,1.41421356237309,1.41421356237309,0.2,2.8484,0.2,32.1008,1.2,1.2,0.2,0.2,0.2,0.2,0.2,23.3988,0.824217381620061,0.2,4.0524,0.2,0.436595056049714,0.2,4.6472,8.4732,0.193,0.503424424824982,3.0404,3.6456,0.2,0.2,0.2,0.2,0.2,5.60981520276729,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.604,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,53.3344,4.3808,2.9524,2.4628,0.2,0.2,0.2,0.2,0.2,0.2,5.2516,P24,Summer,live,Summer_live,1,peak
122,1,43.4796,23.9284,45.5288,24.7192,28.284,11.2656,3.0664,3.1372,2.5492,2.7068,2.1924,1.41421356237309,1.41421356237309,0.2,1.41421356237309,0.2,42.0192,1.2,1.2,0.2,0.2,0.2,0.2,0.2,30.9164,0.824217381620061,0.2,2.4364,0.2,3.08719324765273,0.2,3.086,4.8988,0.193,0.503424424824982,3.9476,1.41421356237309,0.2,0.2,0.2,0.2,0.2,5.60981520276729,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.5268,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,6.1196,1.41421356237309,0.1954,1.41421356237309,1.41421356237309,0.2,0.2,0.2,0.2,0.2,2.9144,P24,Summer,live,Summer_live,1,peak
155,1,41.7833237813175,18.6608937893972,41.098,22.4828,21.2872,5.4168,1.41421356237309,1.41421356237309,1.41421356237309,1.41421356237309,3.4424,3.5232,4.6784,1.41421356237309,1.41421356237309,0.2,135.928,1.2,1.2,0.2,0.2,0.2,0.2,0.2,25.9464,0.824217381620061,0.2,1.82741390613705,0.2,0.436595056049714,0.2,1.35057395206631,0.2,0.193,0.503424424824982,2.7876,1.41421356237309,0.2,0.2,0.2,0.2,0.2,5.60981520276729,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,0.1944,1.41421356237309,6.1212,12.198,7.57,0.2,0.2,0.2,0.2,0.2,5.5692,P24,Summer,live,Summer_live,1,decline
244,1,41.7833237813175,18.6608937893972,36.6672,24.5912,24.9304,7.318,1.41421356237309,1.41421356237309,1.41421356237309,1.41421356237309,3.7552,3.684,3.0564,3.5084,1.41421356237309,0.2,125.8248,1.2,1.2,0.2,1.41421356237309,0.2,0.2,0.2,246.4852,0.824217381620061,0.2,1.82741390613705,0.2,3.08719324765273,0.2,1.35057395206631,0.2,0.193,0.503424424824982,3.558,1.41421356237309,0.2,0.2,0.2,0.2,0.2,5.60981520276729,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,0.1944,1.41421356237309,5.1268,10.7748,5.3524,0.2,0.2,0.2,0.2,0.2,3.6184,P24,Summer,live,Summer_live,1,decline
315,1,41.7833237813175,18.6608937893972,40.852,29.9468,20.022,9.278,1.41421356237309,1.41421356237309,1.41421356237309,1.41421356237309,1.41421356237309,1.41421356237309,0.2,1.41421356237309,1.41421356237309,0.2,287.2388,1.2,1.2,1.41421356237309,0.2,0.2,0.2,0.2,696.3332,2.5204,0.2,1.82741390613705,0.2,3.08719324765273,0.2,1.35057395206631,0.2,0.193,0.503424424824982,2.0148,1.41421356237309,0.2,0.2,0.2,0.2,0.2,5.60981520276729,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,0.1944,1.41421356237309,0.1954,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,P24,Summer,live,Summer_live,1,decline
384,1,41.7833237813175,18.6608937893972,42.8404,33.3316,23.9348,10.0308,4.0504,1.41421356237309,2.2756,2.4244,1.41421356237309,3.0424,1.41421356237309,1.41421356237309,1.41421356237309,0.2,265.6932,1.2,1.2,0.2,1.41421356237309,0.2,0.2,0.2,1331.5976,2.9088,0.2,1.82741390613705,0.2,0.436595056049714,0.2,1.35057395206631,0.2,0.193,0.503424424824982,7.4284,1.41421356237309,0.2,0.2,0.2,0.2,0.2,5.60981520276729,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,0.1944,1.41421356237309,0.1954,2.336,1.41421356237309,0.2,0.2,0.2,0.2,0.2,1.41421356237309,P24,Summer,live,Summer_live,1,decline
28,1,41.7833237813175,18.6608937893972,67.7766,5.2942,9.0624,4.744,1.41421356237309,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,8.42841441990413,0.824217381620061,0.2,1.82741390613705,0.2,0.436595056049714,0.2,1.35057395206631,0.2,0.193,0.503424424824982,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,0.793347674216028,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,98.2022,5.0686,5.7576,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,P25,Summer,live,Summer_live,2,lag
